COUNTY,PRECINCT,PRES16D,PRES16D_AB,PRES16D_AD,PRES16D_ED,PRES16D_PR,PRES16L,PRES16L_AB,PRES16L_AD,PRES16L_ED,PRES16L_PR,PRES16R,PRES16R_AB,PRES16R_AD,PRES16R_ED,PRES16R_PR,REG_VOTE
DeKalb,OAK VIEW ELEM,2575,57,1697,819,2,27,1,14,12,0,43,10,13,20,0,3735
DeKalb,OAKCLIFF ELEM,702,26,270,406,0,42,2,9,31,0,239,19,87,132,1,1452
DeKalb,OAKHURST,1872,116,929,826,1,85,2,35,47,1,192,9,86,97,0,2519
DeKalb,PANOLA,830,43,542,244,1,18,1,11,6,0,51,4,31,16,0,1182
DeKalb,PANOLA ROAD,1162,66,770,324,2,13,0,6,7,0,24,1,13,10,0,1632
DeKalb,PANOLA WAY ELEM,972,23,595,352,2,23,0,10,13,0,28,1,13,14,0,1650
DeKalb,PEACHCREST ELEM,987,31,547,409,0,28,1,17,10,0,80,8,30,42,0,1703
DeKalb,PEACHTREE MIDDLE,1422,80,862,475,5,91,5,42,44,0,591,48,303,239,1,2774
DeKalb,PINE LAKE,352,6,97,249,0,15,0,2,13,0,47,1,6,40,0,512
DeKalb,PINEY GROVE,917,27,464,421,5,28,0,11,17,0,40,1,18,21,0,1553
DeKalb,PLEASANTDALE ELEM,1670,48,861,753,8,54,3,21,30,0,329,20,182,127,0,3192
DeKalb,PONCE DE LEON,1510,82,859,568,1,53,2,16,34,1,178,4,66,108,0,2176
DeKalb,PRINCETON ELEM,1297,33,813,451,0,28,1,16,11,0,54,4,35,15,0,1811
DeKalb,RAINBOW ELEM,2169,73,1425,665,6,24,1,17,6,0,76,6,37,33,0,2979
DeKalb,REDAN ELEM,1709,49,1103,555,2,25,1,11,13,0,57,4,27,26,0,2427
DeKalb,REDAN MIDDLE,1377,40,984,352,1,24,1,10,13,0,70,1,46,23,0,1978
DeKalb,REDAN ROAD,1428,30,902,495,1,18,1,9,8,0,63,5,31,27,0,2171
DeKalb,REDAN-TROTTI LIBRARY,2056,53,1320,683,0,27,1,13,13,0,57,5,30,22,0,2996
DeKalb,REHOBOTH,981,59,577,344,1,79,3,26,50,0,434,28,223,183,0,1811
DeKalb,RENFROE MIDDLE,1071,46,575,450,0,51,0,12,39,0,99,2,34,63,0,1445
DeKalb,ROCK CHAPEL ELEM,1510,52,942,516,0,21,1,10,10,0,73,6,33,33,1,2161
DeKalb,ROCK CHAPEL ROAD,1996,53,1202,738,3,38,1,16,21,0,168,12,88,68,0,2948
DeKalb,ROCKBRIDGE ELEM,1518,45,930,532,11,45,1,22,22,0,136,11,78,47,0,2726
DeKalb,ROCKBRIDGE ROAD,2151,74,1449,626,2,30,1,10,19,0,98,6,51,40,1,2902
DeKalb,ROWLAND ELEM,1561,46,927,584,4,37,1,13,23,0,108,8,53,47,0,2810
DeKalb,ROWLAND ROAD,1047,41,600,403,3,21,0,4,17,0,107,9,41,57,0,1588
DeKalb,SAGAMORE HILLS ELEM,1391,117,753,521,0,97,6,32,59,0,741,81,315,345,0,2614
DeKalb,SALEM MIDDLE,2153,59,1505,588,1,23,3,13,7,0,69,9,35,24,1,2826
DeKalb,SCOTT,1315,88,728,496,3,78,6,29,43,0,303,25,122,156,0,2096
DeKalb,SHADOW ROCK ELEM,2473,94,1829,547,3,24,1,12,11,0,117,11,68,38,0,3370
DeKalb,SHAMROCK,790,34,481,274,1,49,1,14,34,0,298,27,138,133,0,1365
DeKalb,SHAW-ROBERT SHAW ELEM,1711,87,1027,593,4,95,7,41,47,0,248,12,128,107,1,2740
DeKalb,SILVER LAKE,1565,119,930,516,0,140,14,63,62,1,1332,72,743,517,0,3915
DeKalb,SKYLAND,666,33,317,313,3,94,4,34,55,1,516,27,211,277,1,1582
DeKalb,SMOKE RISE ELEM,813,54,549,209,1,46,2,17,27,0,679,60,348,271,0,1828
DeKalb,SNAPFINGER ELEM,1092,45,701,346,0,21,0,7,14,0,45,6,21,18,0,1524
DeKalb,SNAPFINGER ROAD NORTH,1190,36,679,473,2,12,0,8,4,0,52,4,28,20,0,1927
DeKalb,SNAPFINGER ROAD SOUTH,1192,34,779,379,0,13,0,6,7,0,47,7,20,20,0,1610
DeKalb,SOUTH DESHON,1921,59,1199,660,3,28,1,17,10,0,51,6,18,27,0,2714
DeKalb,SOUTH HAIRSTON,1896,47,1125,718,6,18,0,11,7,0,89,3,49,37,0,2871
DeKalb,STEPHENSON HIGH,1877,75,1240,560,2,34,0,15,19,0,118,8,63,46,1,2695
DeKalb,STEPHENSON MIDDLE,2034,65,1342,621,6,39,1,23,15,0,126,4,71,51,0,2902
DeKalb,STONE MILL ELEM,1249,57,591,594,7,15,0,7,8,0,87,5,39,43,0,2463
DeKalb,STONE MOUNTAIN CHAMPION,1238,35,668,529,6,36,0,14,22,0,158,11,55,92,0,2223
DeKalb,STONE MOUNTAIN ELEM,1033,154,574,304,1,30,8,7,15,0,408,171,116,121,0,1904
DeKalb,STONE MOUNTAIN LIBRARY,639,30,341,266,2,26,1,11,14,0,161,5,76,80,0,1209
DeKalb,STONE MOUNTAIN MIDDLE,1048,23,554,460,11,29,0,11,18,0,88,5,47,36,0,2209
DeKalb,STONEVIEW ELEM,767,47,423,295,2,8,0,5,3,0,47,3,20,23,1,1295
DeKalb,TERRY MILL ELEM,1406,70,834,501,1,29,3,10,16,0,56,3,20,33,0,2119
DeKalb,TILLY MILL ROAD,482,43,207,232,0,75,9,27,39,0,588,36,236,316,0,1363
DeKalb,TONEY ELEM,923,43,513,364,3,12,1,4,7,0,30,0,13,17,0,1372
DeKalb,TUCKER,1137,67,792,277,1,122,2,62,58,0,871,64,532,275,0,2611
DeKalb,TUCKER LIBRARY,1121,33,787,299,2,83,0,40,43,0,546,43,353,149,1,2245
DeKalb,VALLEY BROOK,471,10,214,246,1,37,1,6,29,1,149,5,54,90,0,814
DeKalb,WADSWORTH ELEM - 05,486,27,268,191,0,7,0,3,4,0,2,1,0,1,0,713
DeKalb,WADSWORTH ELEM - 04,1057,36,639,379,3,19,2,7,10,0,37,4,20,12,1,1691
DeKalb,WARREN TECH,524,41,230,253,0,31,0,6,25,0,260,15,91,154,0,1076
DeKalb,WESLEY CHAPEL LIBRARY,1885,63,1345,476,1,22,1,11,10,0,51,7,21,23,0,2470
DeKalb,WHITE OAK,1331,47,740,540,4,32,1,17,13,1,43,2,18,23,0,2156
DeKalb,WHITEFOORD ELEM,2021,111,1128,777,5,107,0,54,53,0,171,5,86,80,0,3138
DeKalb,WINNONA PARK ELEM,1305,58,641,605,1,48,0,20,28,0,135,6,40,89,0,1763
DeKalb,WINTERS CHAPEL,512,32,253,226,1,57,4,22,31,0,486,33,177,276,0,1248
DeKalb,WOODRIDGE ELEM,1802,69,1153,578,2,36,0,16,19,1,123,8,77,38,0,2830
DeKalb,WOODROW ROAD,3155,100,2023,1029,3,34,1,20,13,0,145,16,89,40,0,4871
DeKalb,WOODWARD ELEM,976,65,517,393,1,65,8,19,38,0,397,28,182,187,0,1893
DeKalb,WYNBROOKE ELEM,2079,75,1374,630,0,33,0,17,16,0,128,5,76,47,0,2842
DeKalb,YOUNG ROAD,1145,47,850,248,0,17,1,10,6,0,35,3,20,12,0,1562
Dodge,Chauncey,57,2,6,49,0,6,0,3,3,0,200,12,54,134,0,390
Dodge,Clark,5,3,1,1,0,0,0,0,0,0,54,0,15,39,0,96
Dodge,Eddin,195,11,76,108,0,14,1,6,7,0,439,9,184,246,0,1003
Dodge,Empire,23,0,12,11,0,5,0,0,5,0,229,5,56,168,0,434
Dodge,Jaybird,52,1,5,45,1,0,0,0,0,0,89,4,17,68,0,217
Dodge,Jones,33,0,7,26,0,7,0,2,5,0,256,6,83,167,0,449
Dodge,Lee,979,56,519,404,0,71,7,31,33,0,1692,125,1034,533,0,4724
Dodge,McCranie,31,3,3,25,0,5,0,3,2,0,176,4,48,124,0,297
Dodge,Milan,43,0,5,37,1,1,0,0,1,0,170,8,39,123,0,325
Dodge,Mitchell,56,1,27,28,0,1,0,0,1,0,181,8,49,124,0,356
Dodge,Mullis,70,1,10,59,0,6,0,1,5,0,231,6,41,184,0,491
Dodge,Plainfield,33,2,11,20,0,4,1,2,1,0,257,5,88,164,0,411
Dodge,Pondtown,116,10,37,69,0,5,0,2,3,0,361,20,93,248,0,683
Dodge,Rawlins,125,3,76,46,0,9,0,4,5,0,438,21,210,207,0,894
Dodge,Vilula,4,0,1,3,0,1,0,0,1,0,121,1,19,101,0,167
Dodge,Yonker,17,4,4,9,0,3,0,1,2,0,127,1,24,102,0,232
Dooly,LILLY,175,9,57,106,3,4,0,1,3,0,161,1,75,83,2,480
Dooly,BYROMVILLE,233,23,45,164,1,4,0,2,2,0,212,5,71,136,0,588
Dooly,UNADILLA,521,34,135,350,2,11,2,2,6,1,501,22,207,265,7,1433
Dooly,VIENNA,840,38,459,342,1,12,1,6,5,0,829,35,612,182,0,2365
Dooly,PINEHURST,103,5,32,64,2,5,1,1,3,0,248,5,94,149,0,429
Dougherty,Palmyra Rd Meth Church,637,39,285,311,2,28,1,7,20,0,765,40,277,448,0,2032
Dougherty,Sherwood Elem School,977,35,465,468,9,40,2,11,27,0,724,52,255,416,1,2533
Dougherty,Covenant Pres Church,597,16,268,312,1,18,0,5,13,0,688,29,258,401,0,1814
Dougherty,Greenbriar Church,1217,66,665,484,2,55,8,16,31,0,1467,80,610,777,0,3415
Dougherty,Westover High School,1186,47,618,520,1,40,4,14,22,0,1019,60,447,512,0,2851
Dougherty,Merry Acres Middle,615,31,267,317,0,42,5,12,25,0,851,36,328,487,0,2005
Dougherty,Darton College,1731,60,966,702,3,27,1,8,18,0,556,30,263,263,0,3268
Dougherty,Westtown Elem School,1754,79,868,806,1,19,2,5,12,0,84,3,43,38,0,2557
Dougherty,Second Mt. Zion,391,17,169,204,1,9,0,1,8,0,521,18,145,358,0,1156
Dougherty,Mt. Zion Center,1791,80,745,962,4,10,0,5,5,0,29,0,18,11,0,2932
Dougherty,Alice Coachman Elem,500,28,239,231,2,2,0,2,0,0,10,0,3,7,0,639
Dougherty,Carver Teen Center,807,45,281,477,4,7,0,2,5,0,12,0,6,6,0,1347
Dougherty,Shiloh Baptist Church,644,33,247,359,5,3,0,2,1,0,8,0,2,6,0,1124
Dougherty,Litman Cathedral,629,28,186,414,1,6,1,0,5,0,26,2,6,18,0,1097
Dougherty,Phoebe Edu. Bldg,550,29,215,305,1,11,0,1,10,0,120,5,52,63,0,1307
Dougherty,Turner Elem School,371,13,100,255,3,6,0,0,6,0,19,0,2,17,0,991
Dougherty,Jackson Heights Elem,1255,85,453,714,3,8,1,2,5,0,12,0,7,5,0,2002
Dougherty,Bill Miller Center,1105,45,446,606,8,13,1,2,10,0,102,8,40,53,1,1883
Dougherty,Radium Middle School,309,18,130,161,0,7,0,3,4,0,149,7,44,98,0,634
Dougherty,Putney 1st Bapt Church,813,24,418,368,3,19,0,3,16,0,774,25,195,553,1,2096
Dougherty,International Studie,426,16,213,197,0,7,0,2,5,0,151,7,42,102,0,779
Dougherty,Phoebe East,1204,56,489,651,8,12,0,1,11,0,158,6,59,93,0,2343
Dougherty,Pine Bluff Bapt Church,777,38,346,392,1,15,1,6,8,0,396,22,122,252,0,1645
Dougherty,Albany Middle School,853,51,299,500,3,6,0,4,2,0,69,1,24,44,0,1440
Dougherty,Christ Church,473,22,285,166,0,17,2,6,9,0,855,39,303,512,1,1601
Dougherty,Lamar Reese Elem School,654,34,335,284,1,6,0,2,3,1,33,0,13,20,0,905
Dougherty,First Christian Church,389,19,165,205,0,31,2,13,16,0,623,43,229,350,1,1378
Dougherty,Lovett Hall,656,9,126,506,15,11,0,2,9,0,11,1,3,7,0,1300
Douglas,MIRROR LAKE ELEMENTA,1693,71,966,656,0,116,0,63,53,0,1770,74,1015,679,2,4571
Douglas,WINSTON,555,15,319,220,1,22,2,11,9,0,503,20,304,179,0,1376
Douglas,DAY STAR,637,26,462,149,0,95,6,56,33,0,2411,81,1708,621,1,3721
Douglas,COLONIAL HILLS,1612,57,760,792,3,29,0,9,20,0,180,11,83,86,0,2899
Douglas,EPHESUS BAPTIST CHUR,514,31,311,172,0,67,4,22,41,0,2120,78,1288,753,1,3205
Douglas,PRAYS MILL GYM,1155,54,729,370,2,96,3,52,41,0,2217,120,1549,547,1,4257
Douglas,TURNER,1086,48,594,443,1,68,2,31,35,0,1061,59,616,385,1,2944
Douglas,FIRST BAPTIST - LITHIA SPRINGS1460,28,210,1,32,436,1120,22,0,1,51,193,375,0,39,633,219
Douglas,COUNTY LINE BAPTIST CHURCH,2638,75,1755,806,2,112,8,53,51,0,644,33,434,177,0,4450
Douglas,DEER LICK,819,22,513,284,0,52,0,29,23,0,733,26,516,191,0,2142
Douglas,GOLDEN METHODIST CH,2044,63,1177,803,1,58,3,28,27,0,342,25,200,117,0,3486
Douglas,OLD COURTHOUSE,1618,63,993,561,1,83,5,38,40,0,1076,81,754,240,1,3942
Douglas,BEULAH,861,39,520,301,1,54,2,28,24,0,1119,59,657,403,0,2565
Douglas,STEWART,1403,44,808,550,1,26,1,14,11,0,200,8,141,51,0,2224
Douglas,ARBOR STATION,975,30,561,379,5,46,3,12,31,0,616,33,339,244,0,2251
Douglas,BRIGHT STAR,553,18,281,254,0,45,0,18,27,0,928,20,536,370,2,1971
Douglas,DORSETT SHOALS,746,44,421,281,0,92,4,42,46,0,1368,76,854,438,0,2894
Douglas,CHAPEL HILL,1589,73,1034,481,1,78,3,43,32,0,807,35,529,243,0,3130
Douglas,CHURCH-CH,2337,91,1560,686,0,80,6,47,27,0,1396,61,995,340,0,4909
Douglas,CHESTNUT LOG,1469,50,913,503,3,56,1,34,21,0,690,45,467,178,0,2899
Douglas,ST JULIANS EPISCOPAL,466,19,223,224,0,35,0,18,17,0,789,41,438,309,1,1710
Douglas,LUTHERAN CHURCH - GS,1404,48,940,416,0,82,5,36,41,0,1200,64,794,341,1,3344
Douglas,FIRST BAPTIST CHURCH,823,45,573,204,1,38,1,18,19,0,804,52,524,228,0,1982
Douglas,FACTORY SHOALS,1609,54,1136,418,1,74,1,48,25,0,818,44,560,213,1,3115
Douglas,BOUNDARY WATERS,1963,36,1300,623,4,39,2,22,15,0,392,13,276,103,0,3189
Early,Arlington,138,35,21,82,0,1,0,0,1,0,133,9,26,98,0,352
Early,Blakely,1272,125,560,586,1,26,4,10,12,0,777,55,535,187,0,2959
Early,Colomokee,40,1,21,18,0,2,0,1,1,0,119,5,75,39,0,197
Early,Cedar Springs,37,3,7,27,0,7,1,1,5,0,150,6,39,105,0,239
Early,Cuba,107,6,66,35,0,11,1,5,5,0,310,8,150,152,0,540
Early,Damascus,214,12,43,159,0,2,0,1,1,0,160,6,68,86,0,515
Early,Freeman,28,1,17,10,0,3,1,1,1,0,147,7,102,38,0,217
Early,Hilton,45,1,12,32,0,3,0,3,0,0,147,12,79,56,0,268
Early,Jakin,102,8,27,67,0,5,0,0,5,0,248,18,59,171,0,458
Early,Lucille,157,16,84,57,0,2,0,1,1,0,230,9,139,82,0,525
Early,Urquhart,28,5,9,14,0,3,0,1,2,0,131,5,47,79,0,201
Echols,Statenville,156,2,92,62,0,13,1,6,6,0,1007,38,574,395,0,1579
Effingham,1A,149,12,75,62,0,28,3,8,17,0,811,24,432,355,0,1223
Effingham,1B-1,144,9,60,75,0,17,2,6,9,0,816,13,378,425,0,1265
Effingham,1B-12,81,7,49,25,0,14,0,9,5,0,504,8,330,166,0,743
Effingham,1C,139,6,39,94,0,24,0,7,17,0,638,15,223,400,0,1002
Effingham,1D,122,2,57,63,0,36,1,10,25,0,1006,12,444,550,0,1445
Effingham,2A,249,9,130,110,0,51,1,20,30,0,1288,31,681,576,0,1907
Effingham,2B,356,12,149,195,0,64,3,17,44,0,1335,45,616,673,1,2272
Effingham,2C,463,23,204,236,0,53,2,22,29,0,1643,39,815,789,0,2767
Effingham,3A,162,6,78,78,0,18,0,7,11,0,569,23,279,264,3,995
Effingham,3B,336,18,125,193,0,24,0,5,19,0,541,9,284,247,1,1183
Effingham,3C,226,11,132,83,0,20,1,10,9,0,824,19,498,307,0,1404
Effingham,3D,427,15,213,199,0,49,2,18,29,0,1124,21,682,421,0,1996
Effingham,4A,353,12,195,146,0,64,5,30,29,0,1432,41,909,482,0,2425
Effingham,4B-1,195,4,124,67,0,8,0,3,5,0,207,3,102,102,0,564
Effingham,4B-12,111,7,65,38,1,15,0,3,12,0,429,9,259,161,0,727
Effingham,4C,190,7,102,81,0,54,0,24,30,0,1213,29,658,525,1,1953
Effingham,5A,283,22,116,145,0,44,3,20,21,0,1296,36,683,577,0,2071
Effingham,5B,648,23,285,340,0,61,1,24,36,0,1457,32,724,701,0,2821
Effingham,5C,219,8,81,130,0,35,0,13,22,0,741,23,354,363,1,1266
Elbert,Elberton,1145,85,704,355,1,45,6,23,16,0,1149,95,884,167,3,3243
Elbert,Longstreet,98,4,43,47,4,6,0,3,1,2,335,18,189,126,2,536
Elbert,Eliam,105,5,62,35,3,7,0,4,3,0,421,27,215,176,3,641
Elbert,Petersburg,52,9,21,21,1,4,0,0,4,0,205,10,66,128,1,294
Elbert,Wyche,226,13,143,65,5,6,1,5,0,0,553,20,378,154,1,974
Elbert,Moss-Ruckersville,93,7,53,32,1,6,1,2,3,0,204,12,116,76,0,363
Elbert,Pike,381,23,243,105,10,22,2,7,13,0,628,29,346,247,6,1292
Elbert,Gaines,36,2,9,25,0,5,1,0,4,0,313,6,116,190,1,431
Elbert,Goshen,211,25,71,112,3,18,1,6,10,1,768,24,342,400,2,1240
Elbert,Webbsboro,66,6,28,31,1,10,0,6,4,0,213,12,94,105,2,349
Elbert,Centerville,126,15,44,64,3,10,1,5,4,0,503,19,272,210,2,837
Emanuel,Oak Park,21,1,10,10,0,4,0,0,4,0,352,10,60,281,1,485
Emanuel,Cross-Green,93,5,12,76,0,0,0,0,0,0,41,1,8,32,0,184
Emanuel,Swainsboro,1484,72,708,702,2,41,2,19,20,0,2345,125,1493,724,3,5406
Emanuel,Summertown,90,7,35,48,0,1,0,0,1,0,230,5,69,156,0,398
Emanuel,Stillmore,145,5,34,106,0,3,0,1,2,0,170,3,45,122,0,454
Emanuel,Blundale,22,0,10,12,0,3,0,2,1,0,466,16,194,256,0,577
Emanuel,Canoochee,83,2,27,54,0,4,1,1,2,0,336,7,90,239,0,517
Emanuel,Garfield,53,1,15,37,0,5,0,1,4,0,261,3,36,221,1,391
Emanuel,Nunez,54,1,15,38,0,1,0,0,1,0,162,1,43,118,0,277
Emanuel,Twin City,322,10,112,200,0,11,1,6,4,0,571,14,182,375,0,1234
Emanuel,Adrian,68,10,15,43,0,2,0,1,1,0,401,32,117,252,0,611
Evans,Veteran's Comm Ctr,1130,60,660,410,0,68,3,39,26,0,2404,122,1607,675,0,4684
Fannin,COLWELL,122,10,73,39,0,13,3,5,5,0,562,32,251,279,0,835
Fannin,FAIRPLAY,107,10,59,38,0,12,0,1,11,0,532,19,223,290,0,856
Fannin,FLINTHILL,287,40,132,115,0,40,3,11,26,0,1483,102,695,685,1,2316
Fannin,HEMPTOWN,122,22,65,35,0,13,0,8,5,0,630,36,253,339,2,932
Fannin,HOTHOUSE,108,10,63,35,0,13,1,4,8,0,611,36,294,281,0,892
Fannin,MINERAL BLUFF,143,12,84,47,0,12,0,5,7,0,922,57,473,391,1,1307
Fannin,MOBILE,93,4,50,39,0,14,1,8,5,0,573,27,240,306,0,853
Fannin,MORGANTON,225,18,118,87,2,12,1,6,5,0,985,75,428,478,4,1501
Fannin,NOONTOOTLA,94,4,52,38,0,2,0,1,1,0,443,30,196,216,1,635
Fannin,SKENIAH,50,11,18,21,0,3,0,0,3,0,165,6,54,105,0,248
Fannin,SUGAR CREEK,222,25,142,55,0,34,3,16,15,0,1161,83,655,423,0,1767
Fannin,TOCCOA,350,38,226,85,1,54,8,30,16,0,1565,118,914,533,0,2542
Fayette,BLACKROCK,1215,50,871,293,1,56,4,29,23,0,628,56,408,164,0,2278
Fayette,BROOKS,194,16,88,90,0,62,7,24,31,0,1468,66,655,747,0,1956
Fayette,EUROPE,1903,71,1338,494,0,36,2,23,11,0,286,22,188,76,0,2676
Fayette,FAYETTEVILLE EAST,634,25,408,201,0,38,1,15,22,0,611,35,418,158,0,1642
Fayette,FAYETTEVILLE WEST,489,15,323,151,0,32,1,14,17,0,628,43,414,171,0,1469
Fayette,FLINT,562,33,351,177,1,27,1,11,15,0,493,26,294,172,1,1336
Fayette,HOPEFUL,731,23,465,243,0,44,2,17,25,0,612,34,330,248,0,1693
Fayette,MORNING CREEK,1088,41,720,326,1,51,2,23,26,0,919,60,627,232,0,2475
Fayette,RAREOVER,550,15,409,126,0,76,4,41,31,0,1387,38,1068,281,0,2441
Fayette,SANDY CREEK-03,1208,51,870,287,0,53,2,23,28,0,765,19,569,177,0,2081
Fayette,SANDY CREEK-13,415,25,289,101,0,20,0,11,9,0,472,23,327,122,0,1519
Fayette,SHAKERAG EAST,316,13,186,115,2,53,3,29,21,0,687,28,433,226,0,1322
Fayette,SHAKERAG WEST,271,15,211,45,0,43,4,23,16,0,622,13,492,117,0,1132
Fayette,STARRSMILL,525,29,337,159,0,76,10,39,27,0,1902,77,1256,569,0,3049
Fayette,WHITEWATER,616,28,410,178,0,88,6,48,34,0,1786,96,1188,502,0,3042
Fayette,WOOLSEY,313,23,171,119,0,53,2,27,24,0,1412,62,736,614,0,2138
Fayette,MCINTOSH,714,69,483,162,0,73,8,38,27,0,1549,79,1093,377,0,2840
Fayette,OAK GROVE,266,13,159,93,1,55,4,19,32,0,661,25,381,254,1,1183
Fayette,KEDRON,899,43,569,287,0,87,4,48,35,0,1284,40,806,438,0,2896
Fayette,ABERDEEN,338,20,221,97,0,44,0,28,16,0,845,28,607,209,1,1477
Fayette,WINDGATE,225,12,116,97,0,39,3,10,26,0,468,2,278,188,0,893
Fayette,FLAT CREEK,491,42,298,151,0,65,7,29,29,0,806,69,492,245,0,1724
Fayette,BRAELINN,278,20,178,80,0,60,3,23,34,0,1097,48,706,343,0,1710
Fayette,KENWOOD,519,8,341,168,2,16,1,5,10,0,156,6,84,66,0,865
Fayette,BANKS,491,30,287,171,3,39,0,14,25,0,599,29,382,188,0,1404
Fayette,HARPS CROSSING,359,21,218,120,0,29,2,7,20,0,837,41,507,289,0,1462
Fayette,WILLOW POND,785,39,507,239,0,72,5,37,30,0,1051,54,681,315,1,2322
Fayette,DOGWOOD-03,409,16,277,115,1,46,8,21,17,0,929,52,614,263,0,1738
Fayette,DOGWOOD-13,199,8,125,66,0,20,1,9,10,0,404,14,290,100,0,635
Fayette,OAK RIDGE,777,41,468,268,0,40,3,12,25,0,636,28,375,232,1,1798
Fayette,JEFF DAVIS,985,44,678,261,2,44,2,22,20,0,714,69,458,186,1,2258
Fayette,MURPHY,883,35,601,247,0,68,4,33,31,0,1215,50,813,352,0,2626
Fayette,FIELDING RIDGE,789,46,529,213,1,117,8,64,45,0,1655,74,1061,520,0,3102
Fayette,WILLOWBEND,370,20,226,124,0,80,2,41,37,0,941,38,618,285,0,1680
Fayette,CAMP CREEK,382,35,258,89,0,53,2,20,31,0,953,35,649,269,0,1662
Fayette,RISING STAR,643,50,411,182,0,123,7,67,49,0,1711,72,1130,508,1,3081
Fayette,SPRING HILL,1029,50,746,233,0,63,8,31,24,0,1005,44,710,251,0,2598
Fayette,ANTIOCH,423,21,246,156,0,62,1,29,32,0,854,30,488,336,0,1628
Floyd,ALTO PARK,442,30,259,152,1,68,7,37,24,0,1480,66,972,439,3,2518
Floyd,ARMUCHEE,122,7,65,50,0,22,2,4,16,0,654,13,287,354,0,980
Floyd,BARKERS,185,12,79,85,9,40,2,21,16,1,1196,22,655,495,24,1743
Floyd,CAVE SPRING,223,6,66,151,0,26,1,7,18,0,709,10,194,505,0,1273
Floyd,CHULIO,120,3,60,57,0,28,3,11,14,0,591,14,276,301,0,925
Floyd,ETOWAH,613,40,385,188,0,77,1,43,33,0,2444,74,1593,775,2,3876
Floyd,EVERETT SPRINGS,40,1,10,29,0,7,1,3,3,0,237,3,53,181,0,338
Floyd,FLOYD SPRINGS,119,6,64,49,0,27,3,8,16,0,977,18,393,563,3,1379
Floyd,FOSTER'S MILL,76,7,34,35,0,13,0,6,7,0,491,8,177,306,0,723
Floyd,GARDEN LAKES,381,13,191,167,10,50,1,19,29,1,824,28,522,264,10,1666
Floyd,GLENWOOD,381,24,209,148,0,71,5,22,44,0,1444,44,740,658,2,2599
Floyd,HOWELL,90,5,28,56,1,14,0,3,11,0,810,19,336,455,0,1139
Floyd,EAST LINDALE,483,27,290,166,0,63,0,37,26,0,1595,62,905,627,1,2706
Floyd,MT ALTO NORTH,1005,56,620,327,2,84,0,52,30,2,1384,69,962,352,1,3538
Floyd,MT ALTO SOUTH,832,41,438,349,4,82,2,38,41,1,1338,51,831,446,10,3023
Floyd,NORTH CAROLINA,168,7,101,60,0,21,1,8,12,0,789,16,410,363,0,1333
Floyd,RIVERSIDE,128,6,57,64,1,24,2,6,16,0,351,7,178,166,0,635
Floyd,EAST ROME,1019,68,605,346,0,89,5,47,37,0,1164,71,733,360,0,3197
Floyd,NORTH ROME,844,46,518,279,1,52,3,27,22,0,906,43,649,213,1,2639
Floyd,SOUTH ROME,497,38,215,243,1,27,1,12,14,0,156,6,95,55,0,1119
Floyd,TEXAS VALLEY,61,0,23,38,0,13,2,3,8,0,464,8,164,290,2,629
Floyd,VANNS VALLEY,96,8,39,49,0,15,0,3,12,0,310,5,147,157,1,614
Floyd,WATTERS,262,8,133,121,0,66,9,13,43,1,1706,43,849,807,7,2666
Floyd,WEST LINDALE,302,21,139,140,2,49,2,21,26,0,1239,40,605,592,2,2062
Floyd,TOWN ROME,670,43,425,202,0,56,1,34,21,0,855,38,582,235,0,2334
Forsyth,01 Big Creek,3393,202,2429,761,1,481,27,301,153,0,7101,394,5325,1382,0,13270
Forsyth,02 Brandywine,1745,72,954,719,0,193,10,71,111,1,1856,73,995,786,2,4888
Forsyth,03 Browns Bridge-7,546,31,336,177,2,152,4,84,64,0,2110,84,1405,618,3,3550
Forsyth,03 Browns Bridge-9,464,32,298,134,0,105,4,40,61,0,2752,100,1798,852,2,4082
Forsyth,04 Chestatee,541,26,341,173,1,125,7,57,61,0,3451,120,2236,1092,3,5116
Forsyth,05 Coal Mountain,666,29,426,211,0,142,9,76,57,0,2772,63,1941,768,0,4448
Forsyth,06 Crossroads,590,18,429,142,1,157,6,112,39,0,3159,69,2442,647,1,4856
Forsyth,07 Cumming,438,40,306,92,0,71,7,41,23,0,1361,74,1040,247,0,2454
Forsyth,08 Mashburn,1174,70,790,314,0,235,10,133,92,0,4231,179,2918,1129,5,6769
Forsyth,10 Midway-7,2807,134,2120,552,1,579,23,386,170,0,8550,248,6737,1564,1,14384
Forsyth,10 Midway-9,1,0,0,1,0,2,0,2,0,0,17,1,14,2,0,24
Forsyth,15 Heardsville-7,4,0,3,1,0,1,0,1,0,0,18,2,16,0,0,12
Forsyth,15 Heardsville-9,775,41,486,248,0,230,9,133,88,0,4079,108,2873,1095,3,6245
Forsyth,16 Otwell-7,1275,82,815,378,0,264,13,158,92,1,4484,166,3280,1037,1,7536
Forsyth,16 Otwell-9,175,9,111,55,0,54,0,34,20,0,1110,41,829,239,1,1687
Forsyth,19 Old Atlanta,1345,94,762,489,0,121,9,57,55,0,2568,124,1587,857,0,5027
Forsyth,21 South Forsyth,2418,121,1746,550,1,349,20,226,103,0,5637,242,4357,1038,0,10362
Forsyth,25 Windermere,1805,79,1178,547,1,216,10,110,96,0,3735,140,2405,1189,1,6935
Forsyth,27 Concord,860,49,562,249,0,231,9,140,82,0,4729,127,3318,1283,1,7067
